265,157,327,232,1.000000
265,157,327,232,0.981266
265,157,327,232,0.962085
265,157,327,232,0.961800
265,157,327,232,0.942783
265,157,327,232,0.944286
265,157,327,231,0.946880
264,157,326,231,0.951222
265,157,327,231,0.927476
271,156,334,231,0.869016
280,154,344,230,0.894976
284,153,349,231,0.886641
288,153,353,231,0.761935
287,153,351,231,0.813052
285,153,350,232,0.855423
284,153,349,232,0.753774
282,154,346,232,0.839867
280,154,344,232,0.872061
276,154,339,231,0.918737
271,154,334,230,0.918778
265,154,327,229,0.884721
261,154,322,227,0.896173
259,154,319,226,0.859812
259,155,317,225,0.846112
258,156,315,224,0.814509
258,156,315,224,0.796860
258,156,315,224,0.807369
259,156,316,224,0.825693
262,158,319,226,0.842882
265,158,321,224,0.812595
263,157,318,222,0.856407
272,157,325,220,0.839261
283,162,334,223,0.818537
292,171,341,229,0.801989
298,181,344,237,0.780217
298,187,343,242,0.611549
300,194,344,247,0.587696
302,200,345,252,0.651972
306,204,348,255,0.567213
308,209,349,259,0.555370
308,216,348,264,0.544490
309,222,348,269,0.528664
311,227,349,273,0.509367
320,233,358,279,0.534651
326,235,364,281,0.564146
330,236,368,282,0.507572
333,238,371,284,0.587489
325,234,363,279,0.729848
310,227,348,272,0.446912
304,222,343,269,0.477370
302,218,342,266,0.667837
300,218,340,266,0.652837
301,221,341,269,0.697314
300,225,343,277,0.524185
300,238,343,290,0.577197
302,240,343,290,0.572608
305,245,345,294,0.593577
306,251,346,300,0.571105
305,254,345,302,0.557835
304,256,344,304,0.549275
304,257,343,304,0.553135
304,258,342,304,0.580103
306,259,344,305,0.629173
307,259,346,306,0.634998
309,258,348,305,0.600854
313,258,353,306,0.584541
316,261,356,309,0.590945
314,263,353,310,0.604171
311,267,350,314,0.629687
309,269,349,318,0.560837
308,268,348,317,0.601340
309,270,348,318,0.595771
308,271,346,318,0.560373
306,274,343,320,0.585216
305,275,342,321,0.576237
305,276,342,322,0.579558
306,277,343,323,0.579800
308,280,345,326,0.578920
310,281,349,330,0.549073
309,269,352,323,0.611414
313,269,353,319,0.585083
318,268,358,316,0.682724
317,271,357,319,0.736098
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
295,280,332,325,0.704025
301,277,338,322,0.753214
313,274,352,321,0.763022
325,270,365,318,0.749092
318,269,358,318,0.721114
304,270,344,319,0.685603
303,273,345,325,0.551566
NaN,NaN,NaN,NaN,NaN
309,263,355,318,0.674812
306,263,351,317,0.699716
305,265,349,318,0.652682
305,265,349,318,0.657100
305,265,349,318,0.653908
304,265,348,318,0.629643
305,265,349,318,0.633421
306,265,350,318,0.648886
305,265,349,318,0.651676
305,263,350,317,0.616582
304,261,351,317,0.597039
304,261,351,317,0.605253
304,261,351,317,0.601386
304,262,351,318,0.644624
304,263,350,317,0.690592
304,264,349,317,0.708736
303,264,348,318,0.717389
303,266,347,319,0.678170
303,268,347,321,0.633758
304,269,348,322,0.633674
316,271,354,317,0.722804
314,272,352,318,0.719226
313,272,352,318,0.700707
313,272,352,319,0.726911
NaN,NaN,NaN,NaN,NaN
310,267,351,316,0.674929
309,268,348,315,0.817899
309,267,347,313,0.815827
311,266,349,311,0.746303
311,265,350,311,0.660907
310,265,349,311,0.573389
296,268,335,315,0.648266
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN,NaN
